date,linked_account_id,linked_account_name,service,service_code,region,unblended_cost,is_estimated
2026-04-20,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,513.18,false
2026-04-20,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,29.83,false
2026-04-20,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,254.59,false
2026-04-20,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.65,false
2026-04-20,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,123.96,false
2026-04-20,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,116.13,false
2026-04-20,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,13.57,false
2026-04-20,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,84.99,false
2026-04-20,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,145.51,false
2026-04-20,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,154.7,false
2026-04-20,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,60.53,false
2026-04-20,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,82.64,false
2026-04-20,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,422.37,false
2026-04-20,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,107.47,false
2026-04-20,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,127.56,false
2026-04-20,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,562.1,false
2026-04-20,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,557.71,false
2026-04-20,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,197.0,false
2026-04-20,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,40.83,false
2026-04-21,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,529.28,false
2026-04-21,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,30.44,false
2026-04-21,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,334.6,false
2026-04-21,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,545.12,false
2026-04-21,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,21.86,false
2026-04-21,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,81.04,false
2026-04-21,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,290.74,false
2026-04-21,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,488.16,false
2026-04-21,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,16.23,false
2026-04-21,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,227.57,false
2026-04-21,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,373.6,false
2026-04-21,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,510.09,false
2026-04-21,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,29.29,false
2026-04-21,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,252.47,false
2026-04-21,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.59,false
2026-04-21,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,121.75,false
2026-04-21,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,117.81,false
2026-04-21,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,13.7,false
2026-04-21,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,82.76,false
2026-04-21,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,140.85,false
2026-04-21,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,152.29,false
2026-04-21,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,58.74,false
2026-04-21,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,79.38,false
2026-04-21,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,486.12,false
2026-04-21,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,105.29,false
2026-04-21,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,126.12,false
2026-04-21,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,551.38,false
2026-04-21,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,566.22,false
2026-04-21,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,201.41,false
2026-04-21,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,40.15,false
2026-04-22,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,604.01,false
2026-04-22,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,35.36,false
2026-04-22,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,404.13,false
2026-04-22,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,642.9,false
2026-04-22,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,25.44,false
2026-04-22,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,94.38,false
2026-04-22,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,339.59,false
2026-04-22,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,554.04,false
2026-04-22,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,19.2,false
2026-04-22,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,269.56,false
2026-04-22,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,459.11,false
2026-04-22,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,580.95,false
2026-04-22,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,34.63,false
2026-04-22,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,293.07,false
2026-04-22,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.23,false
2026-04-22,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,151.08,false
2026-04-22,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,135.59,false
2026-04-22,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,15.26,false
2026-04-22,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,94.33,false
2026-04-22,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,166.22,false
2026-04-22,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,178.16,false
2026-04-22,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,70.02,false
2026-04-22,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,95.2,false
2026-04-22,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,556.74,false
2026-04-22,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,125.07,false
2026-04-22,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,147.64,false
2026-04-22,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,701.0,false
2026-04-22,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,601.25,false
2026-04-22,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,237.26,false
2026-04-22,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,47.03,false
2026-04-23,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,559.68,false
2026-04-23,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,33.43,false
2026-04-23,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,358.3,false
2026-04-23,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,598.59,false
2026-04-23,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,23.85,false
2026-04-23,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,89.38,false
2026-04-23,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,314.76,false
2026-04-23,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,525.44,false
2026-04-23,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.85,false
2026-04-23,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,250.28,false
2026-04-23,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,431.06,false
2026-04-23,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,545.71,false
2026-04-23,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,32.28,false
2026-04-23,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,269.66,false
2026-04-23,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.92,false
2026-04-23,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,135.31,false
2026-04-23,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,125.33,false
2026-04-23,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.52,false
2026-04-23,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,89.77,false
2026-04-23,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,156.62,false
2026-04-23,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,165.75,false
2026-04-23,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,65.74,false
2026-04-23,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,83.5,false
2026-04-23,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,537.94,false
2026-04-23,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,115.14,false
2026-04-23,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,138.16,false
2026-04-23,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,620.8,false
2026-04-23,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,592.8,false
2026-04-23,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,226.16,false
2026-04-23,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,44.02,false
2026-04-24,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,594.38,false
2026-04-24,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,34.55,false
2026-04-24,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,370.97,false
2026-04-24,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,623.56,false
2026-04-24,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,24.3,false
2026-04-24,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,91.11,false
2026-04-24,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,319.56,false
2026-04-24,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,549.98,false
2026-04-24,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,18.26,false
2026-04-24,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,260.1,false
2026-04-24,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,436.02,false
2026-04-24,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,562.96,false
2026-04-24,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,33.15,false
2026-04-24,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,283.14,false
2026-04-24,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.04,false
2026-04-24,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,138.04,false
2026-04-24,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,131.31,false
2026-04-24,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,15.16,false
2026-04-24,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,90.62,false
2026-04-24,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,167.97,false
2026-04-24,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,169.05,false
2026-04-24,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,66.57,false
2026-04-24,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,88.43,false
2026-04-24,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,528.04,false
2026-04-24,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,118.34,false
2026-04-24,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,143.64,false
2026-04-24,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,635.92,false
2026-04-24,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,584.51,false
2026-04-24,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,222.43,false
2026-04-24,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,45.71,false
2026-04-25,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,454.34,false
2026-04-25,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,25.98,false
2026-04-25,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,285.13,false
2026-04-25,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,472.82,false
2026-04-25,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,18.55,false
2026-04-25,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,70.1,false
2026-04-25,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,249.99,false
2026-04-25,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,412.41,false
2026-04-25,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,13.91,false
2026-04-25,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,200.58,false
2026-04-25,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,344.87,false
2026-04-25,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,448.64,false
2026-04-25,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,25.35,false
2026-04-25,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,220.86,false
2026-04-25,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.06,false
2026-04-25,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,105.18,false
2026-04-25,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,49.19,false
2026-04-25,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,11.33,false
2026-04-25,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,75.97,false
2026-04-25,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,128.65,false
2026-04-25,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,70.87,false
2026-04-25,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,51.34,false
2026-04-25,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,68.08,false
2026-04-25,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,462.66,false
2026-04-25,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,91.01,false
2026-04-25,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,109.89,false
2026-04-25,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,496.66,false
2026-04-25,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,454.76,false
2026-04-25,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,177.88,false
2026-04-25,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,34.73,false
2026-04-26,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,497.1,false
2026-04-26,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,28.5,false
2026-04-26,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,311.35,false
2026-04-26,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,516.89,false
2026-04-26,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,20.42,false
2026-04-26,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,76.66,false
2026-04-26,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,270.21,false
2026-04-26,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,442.24,false
2026-04-26,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,15.54,false
2026-04-26,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,221.27,false
2026-04-26,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,373.79,false
2026-04-26,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,483.07,false
2026-04-26,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,27.77,false
2026-04-26,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,238.42,false
2026-04-26,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.34,false
2026-04-26,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,121.02,false
2026-04-26,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,54.36,false
2026-04-26,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,12.57,false
2026-04-26,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,80.02,false
2026-04-26,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,139.36,false
2026-04-26,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,75.84,false
2026-04-26,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,56.73,false
2026-04-26,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,75.7,false
2026-04-26,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,480.31,false
2026-04-26,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,99.28,false
2026-04-26,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,117.85,false
2026-04-26,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,546.17,false
2026-04-26,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,92.09,false
2026-04-26,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,182.41,false
2026-04-26,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,37.81,false
2026-04-27,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,569.12,false
2026-04-27,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,33.14,false
2026-04-27,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,364.84,false
2026-04-27,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,595.21,false
2026-04-27,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,23.05,false
2026-04-27,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,89.74,false
2026-04-27,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,316.1,false
2026-04-27,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,500.37,false
2026-04-27,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,17.76,false
2026-04-27,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,245.49,false
2026-04-27,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,435.07,false
2026-04-27,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,545.91,false
2026-04-27,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,32.11,false
2026-04-27,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,270.01,false
2026-04-27,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,3.92,false
2026-04-27,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,139.66,false
2026-04-27,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,126.24,false
2026-04-27,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,14.61,false
2026-04-27,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,89.5,false
2026-04-27,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,154.47,false
2026-04-27,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,164.4,false
2026-04-27,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,65.03,false
2026-04-27,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,84.59,false
2026-04-27,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,523.88,false
2026-04-27,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,113.96,false
2026-04-27,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,136.43,false
2026-04-27,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,606.85,false
2026-04-27,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,216.16,false
2026-04-27,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,225.2,false
2026-04-27,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,43.85,false
2026-04-28,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,586.59,false
2026-04-28,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,35.44,false
2026-04-28,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,411.12,false
2026-04-28,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,651.06,false
2026-04-28,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,25.79,false
2026-04-28,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,96.77,false
2026-04-28,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,342.44,false
2026-04-28,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,556.23,false
2026-04-28,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,19.1,false
2026-04-28,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,274.38,false
2026-04-28,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,458.17,false
2026-04-28,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,571.58,false
2026-04-28,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,34.82,false
2026-04-28,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,289.52,false
2026-04-28,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.28,false
2026-04-28,200000000012,staging,AmazonCloudWatch,AmazonCloudWatch,us-east-1,147.66,false
2026-04-28,200000000012,staging,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,135.85,false
2026-04-28,200000000012,staging,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,15.9,false
2026-04-28,200000000012,staging,Amazon Relational Database Service,AmazonRDS,us-east-1,91.62,false
2026-04-28,200000000013,dev,AWS Lambda,AWSLambda,us-east-1,166.98,false
2026-04-28,200000000013,dev,AmazonCloudWatch,AmazonCloudWatch,us-east-1,263.78,false
2026-04-28,200000000013,dev,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,178.88,false
2026-04-28,200000000013,dev,Amazon Relational Database Service,AmazonRDS,us-east-1,70.7,false
2026-04-28,200000000014,data-analytics,Amazon Athena,AmazonAthena,us-east-1,89.73,false
2026-04-28,200000000014,data-analytics,Amazon DynamoDB,AmazonDynamoDB,us-east-1,551.42,false
2026-04-28,200000000014,data-analytics,Amazon OpenSearch Service,AmazonES,us-west-2,123.16,false
2026-04-28,200000000014,data-analytics,Amazon Managed Streaming for Apache Kafka,AmazonMSK,us-east-1,148.97,false
2026-04-28,200000000014,data-analytics,Amazon Simple Storage Service,AmazonS3,us-east-1,681.79,false
2026-04-28,200000000015,ml-research,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,231.48,false
2026-04-28,200000000015,ml-research,Amazon Simple Storage Service,AmazonS3,us-east-1,239.05,false
2026-04-28,200000000015,ml-research,Amazon SageMaker,AmazonSageMaker,us-east-1,46.99,false
2026-04-29,200000000010,prod-core,AWS Data Transfer,AWSDataTransfer,us-east-1,629.44,false
2026-04-29,200000000010,prod-core,Amazon Elastic Load Balancing,AWSELB,us-east-1,35.81,false
2026-04-29,200000000010,prod-core,AmazonCloudWatch,AmazonCloudWatch,us-east-1,403.68,false
2026-04-29,200000000010,prod-core,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,648.54,false
2026-04-29,200000000010,prod-core,Amazon Elastic Kubernetes Service,AmazonEKS,us-east-1,25.44,false
2026-04-29,200000000010,prod-core,Amazon ElastiCache,AmazonElastiCache,us-east-1,96.18,false
2026-04-29,200000000010,prod-core,Amazon Relational Database Service,AmazonRDS,us-east-1,330.75,false
2026-04-29,200000000010,prod-core,Amazon Simple Storage Service,AmazonS3,us-east-1,544.23,false
2026-04-29,200000000010,prod-core,Amazon Virtual Private Cloud,AmazonVPC,us-east-1,18.97,false
2026-04-29,200000000011,prod-payments,AWS Data Transfer,AWSDataTransfer,us-east-1,272.15,false
2026-04-29,200000000011,prod-payments,Amazon DynamoDB,AmazonDynamoDB,us-east-1,437.25,false
2026-04-29,200000000011,prod-payments,Amazon Elastic Compute Cloud - Compute,AmazonEC2,us-east-1,561.92,false
2026-04-29,200000000011,prod-payments,Amazon Kinesis,AmazonKinesis,us-east-1,34.47,false
2026-04-29,200000000011,prod-payments,Amazon Relational Database Service,AmazonRDS,us-east-1,302.85,false
2026-04-29,200000000011,prod-payments,AWS Key Management Service,awskms,us-east-1,4.21,false
